"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ITA","HHDI","GROSSADJ","USD_CAP","A","2001",22036.302525219,
"ITA","HHDI","GROSSADJ","USD_CAP","A","2002",23201.7177173603,
"ITA","HHDI","GROSSADJ","USD_CAP","A","2003",23292.8649012462,
"ITA","HHDI","GROSSADJ","USD_CAP","A","2004",23877.9544503377,
"ITA","HHDI","GROSSADJ","USD_CAP","A","2005",23962.6520029579,
"ITA","HHDI","GROSSADJ","USD_CAP","A","2006",25109.1591099897,
"ITA","HHDI","GROSSADJ","USD_CAP","A","2007",26212.7705775561,
"ITA","HHDI","GROSSADJ","USD_CAP","A","2008",27332.1219933668,
"ITA","HHDI","GROSSADJ","USD_CAP","A","2009",26685.5561204549,
"ITA","HHDI","GROSSADJ","USD_CAP","A","2010",27609.8678130136,
"ITA","HHDI","GROSSADJ","USD_CAP","A","2011",27815.2477514376,
"ITA","HHDI","GROSSADJ","USD_CAP","A","2012",27192.9267004049,
"ITA","HHDI","GROSSADJ","USD_CAP","A","2013",27408.8884330763,
"ITA","HHDI","GROSSADJ","USD_CAP","A","2014",27180.4192086542,
"ITA","HHDI","GROSSADJ","USD_CAP","A","2015",27538.742632237,
"ITA","HHDI","GROSSADJ","USD_CAP","A","2016",28777.572151549,
"ITA","HHDI","GROSSADJ","USD_CAP","A","2017",29737.3670842211,
"ITA","HHDI","GROSSADJ","USD_CAP","A","2018",30365.8094985277,
"CAN","HHDI","GROSSADJ","USD_CAP","A","1993",16561.8838600533,"E"
"CAN","HHDI","GROSSADJ","USD_CAP","A","1994",16795.0340901405,"E"
"CAN","HHDI","GROSSADJ","USD_CAP","A","1995",17094.0087652148,"E"
"CAN","HHDI","GROSSADJ","USD_CAP","A","1996",17335.0001514143,"E"
"CAN","HHDI","GROSSADJ","USD_CAP","A","1997",17832.1490910285,"E"
"CAN","HHDI","GROSSADJ","USD_CAP","A","1998",18404.13278186,"E"
"CAN","HHDI","GROSSADJ","USD_CAP","A","1999",19176.6792844446,"E"
"CAN","HHDI","GROSSADJ","USD_CAP","A","2000",20201.1028511236,"E"
"CAN","HHDI","GROSSADJ","USD_CAP","A","2001",21176.4362510711,"E"
"CAN","HHDI","GROSSADJ","USD_CAP","A","2002",21741.7544975531,"E"
"CAN","HHDI","GROSSADJ","USD_CAP","A","2003",22211.9795633097,"E"
"CAN","HHDI","GROSSADJ","USD_CAP","A","2004",23318.3146694537,"E"
"CAN","HHDI","GROSSADJ","USD_CAP","A","2005",24123.0438784661,"E"
"CAN","HHDI","GROSSADJ","USD_CAP","A","2006",25125.3520389477,"E"
"CAN","HHDI","GROSSADJ","USD_CAP","A","2007",26455.9210496687,"E"
"CAN","HHDI","GROSSADJ","USD_CAP","A","2008",27282.2786506203,"E"
"CAN","HHDI","GROSSADJ","USD_CAP","A","2009",27269.9211310999,"E"
"CAN","HHDI","GROSSADJ","USD_CAP","A","2010",28385.9138278541,"E"
"CAN","HHDI","GROSSADJ","USD_CAP","A","2011",29016.1964051946,
"CAN","HHDI","GROSSADJ","USD_CAP","A","2012",29615.5379559142,
"CAN","HHDI","GROSSADJ","USD_CAP","A","2013",30510.8691901239,
"CAN","HHDI","GROSSADJ","USD_CAP","A","2014",31189.351216074,
"CAN","HHDI","GROSSADJ","USD_CAP","A","2015",31845.9328136125,
"CAN","HHDI","GROSSADJ","USD_CAP","A","2016",31890.3776644425,
"CAN","HHDI","GROSSADJ","USD_CAP","A","2017",32916.7928002868,
"SVN","HHDI","GROSSADJ","USD_CAP","A","1995",10518.2409694344,
"SVN","HHDI","GROSSADJ","USD_CAP","A","1996",11104.3631307473,
"SVN","HHDI","GROSSADJ","USD_CAP","A","1997",11902.1124300642,
"SVN","HHDI","GROSSADJ","USD_CAP","A","1998",12257.7348523142,
"SVN","HHDI","GROSSADJ","USD_CAP","A","1999",12840.6891416878,
"SVN","HHDI","GROSSADJ","USD_CAP","A","2000",14255.5098588534,
"SVN","HHDI","GROSSADJ","USD_CAP","A","2001",15015.8986695679,
"SVN","HHDI","GROSSADJ","USD_CAP","A","2002",16294.3454361262,
"SVN","HHDI","GROSSADJ","USD_CAP","A","2003",16225.5125388431,
"SVN","HHDI","GROSSADJ","USD_CAP","A","2004",17044.1893873313,
"SVN","HHDI","GROSSADJ","USD_CAP","A","2005",17539.4139802718,
"SVN","HHDI","GROSSADJ","USD_CAP","A","2006",18291.9135693671,
"SVN","HHDI","GROSSADJ","USD_CAP","A","2007",19234.2569532161,
"SVN","HHDI","GROSSADJ","USD_CAP","A","2008",20611.6379185882,"B"
"SVN","HHDI","GROSSADJ","USD_CAP","A","2009",19850.4060873404,
"SVN","HHDI","GROSSADJ","USD_CAP","A","2010",20401.6458527747,
"SVN","HHDI","GROSSADJ","USD_CAP","A","2011",20970.0095440395,
"SVN","HHDI","GROSSADJ","USD_CAP","A","2012",20941.8038478119,
"SVN","HHDI","GROSSADJ","USD_CAP","A","2013",21310.1470550717,
"SVN","HHDI","GROSSADJ","USD_CAP","A","2014",21466.9720627804,
"SVN","HHDI","GROSSADJ","USD_CAP","A","2015",21796.6310046661,
"SVN","HHDI","GROSSADJ","USD_CAP","A","2016",22874.675460695,
"SVN","HHDI","GROSSADJ","USD_CAP","A","2017",24242.3802355435,
"CHE","HHDI","GROSSADJ","USD_CAP","A","1995",20113.7132236259,
"CHE","HHDI","GROSSADJ","USD_CAP","A","1996",20648.2192806982,
"CHE","HHDI","GROSSADJ","USD_CAP","A","1997",21407.1037642124,
"CHE","HHDI","GROSSADJ","USD_CAP","A","1998",22048.7302948453,
"CHE","HHDI","GROSSADJ","USD_CAP","A","1999",22909.306906791,
"CHE","HHDI","GROSSADJ","USD_CAP","A","2000",24662.9156668413,
"CHE","HHDI","GROSSADJ","USD_CAP","A","2001",25703.9442199944,
"CHE","HHDI","GROSSADJ","USD_CAP","A","2002",26988.6346055898,
"CHE","HHDI","GROSSADJ","USD_CAP","A","2003",26347.3730343683,
"CHE","HHDI","GROSSADJ","USD_CAP","A","2004",27088.2830951152,
"CHE","HHDI","GROSSADJ","USD_CAP","A","2005",27365.3470819576,
"CHE","HHDI","GROSSADJ","USD_CAP","A","2006",29033.8728973243,
"CHE","HHDI","GROSSADJ","USD_CAP","A","2007",31633.9705212567,
"CHE","HHDI","GROSSADJ","USD_CAP","A","2008",33039.618372658,
"CHE","HHDI","GROSSADJ","USD_CAP","A","2009",33341.599966153,
"CHE","HHDI","GROSSADJ","USD_CAP","A","2010",33142.6778982132,
"CHE","HHDI","GROSSADJ","USD_CAP","A","2011",34203.7762506797,
"CHE","HHDI","GROSSADJ","USD_CAP","A","2012",35763.9984724546,
"CHE","HHDI","GROSSADJ","USD_CAP","A","2013",37535.9204421978,
"CHE","HHDI","GROSSADJ","USD_CAP","A","2014",38403.1603726094,"E"
"CHE","HHDI","GROSSADJ","USD_CAP","A","2015",38727.3994292735,"E"
"CHE","HHDI","GROSSADJ","USD_CAP","A","2016",39397.2785114769,"E"
"ZAF","HHDI","GROSSADJ","USD_CAP","A","1995",4356.31838074538,
"ZAF","HHDI","GROSSADJ","USD_CAP","A","1996",4608.9125125329,
"ZAF","HHDI","GROSSADJ","USD_CAP","A","1997",4669.22529325004,
"ZAF","HHDI","GROSSADJ","USD_CAP","A","1998",4699.37122984389,
"ZAF","HHDI","GROSSADJ","USD_CAP","A","1999",4753.99812070996,
"ZAF","HHDI","GROSSADJ","USD_CAP","A","2000",4964.88641697677,
"ZAF","HHDI","GROSSADJ","USD_CAP","A","2001",5139.62874028033,
"ZAF","HHDI","GROSSADJ","USD_CAP","A","2002",5320.57252112965,
"ZAF","HHDI","GROSSADJ","USD_CAP","A","2003",5569.77341314436,
"ZAF","HHDI","GROSSADJ","USD_CAP","A","2004",5956.04056682846,
"ZAF","HHDI","GROSSADJ","USD_CAP","A","2005",6306.57034229189,
"ZAF","HHDI","GROSSADJ","USD_CAP","A","2006",6788.151479027,
"ZAF","HHDI","GROSSADJ","USD_CAP","A","2007",7273.31934002546,
"ZAF","HHDI","GROSSADJ","USD_CAP","A","2008",7533.7303573462,
"ZAF","HHDI","GROSSADJ","USD_CAP","A","2009",7491.82530735401,
"ZAF","HHDI","GROSSADJ","USD_CAP","A","2010",7748.97065459142,
"ZAF","HHDI","GROSSADJ","USD_CAP","A","2011",8315.72520119151,
"ZAF","HHDI","GROSSADJ","USD_CAP","A","2012",8656.45992750159,
"ZAF","HHDI","GROSSADJ","USD_CAP","A","2013",8852.31691284546,
"ZAF","HHDI","GROSSADJ","USD_CAP","A","2014",8980.55554452534,
"ZAF","HHDI","GROSSADJ","USD_CAP","A","2015",9090.91329316809,
"ZAF","HHDI","GROSSADJ","USD_CAP","A","2016",9165.45783817146,
"ZAF","HHDI","GROSSADJ","USD_CAP","A","2017",9485.61115229451,
"SVK","HHDI","GROSSADJ","USD_CAP","A","1995",5995.37768049443,
"SVK","HHDI","GROSSADJ","USD_CAP","A","1996",7433.00177283193,
"SVK","HHDI","GROSSADJ","USD_CAP","A","1997",8356.50118733839,
"SVK","HHDI","GROSSADJ","USD_CAP","A","1998",8807.70311347246,
"SVK","HHDI","GROSSADJ","USD_CAP","A","1999",8554.49213604332,
"SVK","HHDI","GROSSADJ","USD_CAP","A","2000",9222.62162858669,
"SVK","HHDI","GROSSADJ","USD_CAP","A","2001",10085.2852787236,
"SVK","HHDI","GROSSADJ","USD_CAP","A","2002",11153.1947408366,
"SVK","HHDI","GROSSADJ","USD_CAP","A","2003",10948.9052962266,
"SVK","HHDI","GROSSADJ","USD_CAP","A","2004",11473.0710292489,
"SVK","HHDI","GROSSADJ","USD_CAP","A","2005",12085.056851639,
"SVK","HHDI","GROSSADJ","USD_CAP","A","2006",12793.792359724,
"SVK","HHDI","GROSSADJ","USD_CAP","A","2007",14472.2945471079,
"SVK","HHDI","GROSSADJ","USD_CAP","A","2008",16118.7335804798,
"SVK","HHDI","GROSSADJ","USD_CAP","A","2009",16526.7846491207,
"SVK","HHDI","GROSSADJ","USD_CAP","A","2010",18004.5311594634,
"SVK","HHDI","GROSSADJ","USD_CAP","A","2011",18161.4166348916,
"SVK","HHDI","GROSSADJ","USD_CAP","A","2012",18753.1461133894,
"SVK","HHDI","GROSSADJ","USD_CAP","A","2013",19510.7313007312,
"SVK","HHDI","GROSSADJ","USD_CAP","A","2014",20280.5961500563,
"SVK","HHDI","GROSSADJ","USD_CAP","A","2015",20990.8889181359,
"SVK","HHDI","GROSSADJ","USD_CAP","A","2016",21840.177939017,
"SVK","HHDI","GROSSADJ","USD_CAP","A","2017",22508.7591295841,
"IRL","HHDI","GROSSADJ","USD_CAP","A","1995",12353.2681740145,
"IRL","HHDI","GROSSADJ","USD_CAP","A","1996",13275.9477363205,
"IRL","HHDI","GROSSADJ","USD_CAP","A","1997",13861.9667344861,
"IRL","HHDI","GROSSADJ","USD_CAP","A","1998",15086.9635455221,
"IRL","HHDI","GROSSADJ","USD_CAP","A","1999",15709.1354617148,
"IRL","HHDI","GROSSADJ","USD_CAP","A","2000",17424.8368203722,
"IRL","HHDI","GROSSADJ","USD_CAP","A","2001",19247.6025511599,
"IRL","HHDI","GROSSADJ","USD_CAP","A","2002",20460.0062639794,
"IRL","HHDI","GROSSADJ","USD_CAP","A","2003",20992.2980247601,
"IRL","HHDI","GROSSADJ","USD_CAP","A","2004",22263.2506156629,
"IRL","HHDI","GROSSADJ","USD_CAP","A","2005",23366.4317640415,
"IRL","HHDI","GROSSADJ","USD_CAP","A","2006",24451.6222848581,
"IRL","HHDI","GROSSADJ","USD_CAP","A","2007",25317.9290695523,
"IRL","HHDI","GROSSADJ","USD_CAP","A","2008",26087.5317404954,
"IRL","HHDI","GROSSADJ","USD_CAP","A","2009",24882.8138125002,
"IRL","HHDI","GROSSADJ","USD_CAP","A","2010",25383.2519128415,
"IRL","HHDI","GROSSADJ","USD_CAP","A","2011",24232.45888047,
"IRL","HHDI","GROSSADJ","USD_CAP","A","2012",25232.0596896386,
"IRL","HHDI","GROSSADJ","USD_CAP","A","2013",25088.2965251834,
"IRL","HHDI","GROSSADJ","USD_CAP","A","2014",24793.7764572528,
"IRL","HHDI","GROSSADJ","USD_CAP","A","2015",25677.0443078885,
"IRL","HHDI","GROSSADJ","USD_CAP","A","2016",26708.8582366196,
"IRL","HHDI","GROSSADJ","USD_CAP","A","2017",27959.9711909048,
"MEX","HHDI","GROSSADJ","USD_CAP","A","2003",9514.41331731784,
"MEX","HHDI","GROSSADJ","USD_CAP","A","2004",10157.404656561,
"MEX","HHDI","GROSSADJ","USD_CAP","A","2005",10484.6707469041,
"MEX","HHDI","GROSSADJ","USD_CAP","A","2006",11545.7920023357,
"MEX","HHDI","GROSSADJ","USD_CAP","A","2007",11911.7001911935,
"MEX","HHDI","GROSSADJ","USD_CAP","A","2008",12590.7237446905,
"MEX","HHDI","GROSSADJ","USD_CAP","A","2009",12643.0771578627,
"MEX","HHDI","GROSSADJ","USD_CAP","A","2010",13043.3466893581,
"MEX","HHDI","GROSSADJ","USD_CAP","A","2011",14040.9104176187,
"MEX","HHDI","GROSSADJ","USD_CAP","A","2012",14275.0263367613,
"MEX","HHDI","GROSSADJ","USD_CAP","A","2013",14594.3333929655,
"MEX","HHDI","GROSSADJ","USD_CAP","A","2014",15087.5303429744,
"MEX","HHDI","GROSSADJ","USD_CAP","A","2015",16028.8452988373,
"MEX","HHDI","GROSSADJ","USD_CAP","A","2016",16409.119141074,
"MEX","HHDI","GROSSADJ","USD_CAP","A","2017",16310.0380981316,
"POL","HHDI","GROSSADJ","USD_CAP","A","1995",6480.71339747452,
"POL","HHDI","GROSSADJ","USD_CAP","A","1996",7004.05473286232,
"POL","HHDI","GROSSADJ","USD_CAP","A","1997",7579.80150372779,
"POL","HHDI","GROSSADJ","USD_CAP","A","1998",8084.61043643907,
"POL","HHDI","GROSSADJ","USD_CAP","A","1999",8554.46976339972,
"POL","HHDI","GROSSADJ","USD_CAP","A","2000",9297.98275443284,
"POL","HHDI","GROSSADJ","USD_CAP","A","2001",9876.32960169073,
"POL","HHDI","GROSSADJ","USD_CAP","A","2002",10585.9231939703,
"POL","HHDI","GROSSADJ","USD_CAP","A","2003",10622.3317236641,
"POL","HHDI","GROSSADJ","USD_CAP","A","2004",10923.5476699236,
"POL","HHDI","GROSSADJ","USD_CAP","A","2005",10718.9540825405,
"POL","HHDI","GROSSADJ","USD_CAP","A","2006",11450.7952891336,
"POL","HHDI","GROSSADJ","USD_CAP","A","2007",12759.5547542871,
"POL","HHDI","GROSSADJ","USD_CAP","A","2008",13755.422902783,
"POL","HHDI","GROSSADJ","USD_CAP","A","2009",14472.2532245775,
"POL","HHDI","GROSSADJ","USD_CAP","A","2010",15950.144147671,
"POL","HHDI","GROSSADJ","USD_CAP","A","2011",16756.50287593,
"POL","HHDI","GROSSADJ","USD_CAP","A","2012",17821.6533477899,
"POL","HHDI","GROSSADJ","USD_CAP","A","2013",18401.7842059064,
"POL","HHDI","GROSSADJ","USD_CAP","A","2014",18780.1967461899,
"POL","HHDI","GROSSADJ","USD_CAP","A","2015",19432.7032893112,
"POL","HHDI","GROSSADJ","USD_CAP","A","2016",20453.2647210892,
"POL","HHDI","GROSSADJ","USD_CAP","A","2017",21330.5641660397,"E"
"BEL","HHDI","GROSSADJ","USD_CAP","A","1995",17526.3924915086,
"BEL","HHDI","GROSSADJ","USD_CAP","A","1996",17765.3128953692,
"BEL","HHDI","GROSSADJ","USD_CAP","A","1997",18148.2808676925,
"BEL","HHDI","GROSSADJ","USD_CAP","A","1998",18453.5263211,
"BEL","HHDI","GROSSADJ","USD_CAP","A","1999",19114.5565877436,
"BEL","HHDI","GROSSADJ","USD_CAP","A","2000",21580.6953038658,
"BEL","HHDI","GROSSADJ","USD_CAP","A","2001",22601.2575320807,
"BEL","HHDI","GROSSADJ","USD_CAP","A","2002",23962.9915272366,
"BEL","HHDI","GROSSADJ","USD_CAP","A","2003",23796.0798487957,
"BEL","HHDI","GROSSADJ","USD_CAP","A","2004",24223.7735648357,
"BEL","HHDI","GROSSADJ","USD_CAP","A","2005",24504.231515146,
"BEL","HHDI","GROSSADJ","USD_CAP","A","2006",25523.4399734787,
"BEL","HHDI","GROSSADJ","USD_CAP","A","2007",26211.9685547147,
"BEL","HHDI","GROSSADJ","USD_CAP","A","2008",27739.8406079735,
"BEL","HHDI","GROSSADJ","USD_CAP","A","2009",28140.8445553202,
"BEL","HHDI","GROSSADJ","USD_CAP","A","2010",28912.2600195845,
"BEL","HHDI","GROSSADJ","USD_CAP","A","2011",29416.7693090422,
"BEL","HHDI","GROSSADJ","USD_CAP","A","2012",30279.489601291,
"BEL","HHDI","GROSSADJ","USD_CAP","A","2013",31310.7562343807,
"BEL","HHDI","GROSSADJ","USD_CAP","A","2014",31944.2103653552,
"BEL","HHDI","GROSSADJ","USD_CAP","A","2015",32180.143590169,
"BEL","HHDI","GROSSADJ","USD_CAP","A","2016",32965.9013274147,
"BEL","HHDI","GROSSADJ","USD_CAP","A","2017",33946.477040579,
"SWE","HHDI","GROSSADJ","USD_CAP","A","1993",14370.6401347053,
"SWE","HHDI","GROSSADJ","USD_CAP","A","1994",14503.4286546643,
"SWE","HHDI","GROSSADJ","USD_CAP","A","1995",14794.941917955,
"SWE","HHDI","GROSSADJ","USD_CAP","A","1996",15114.5590540758,
"SWE","HHDI","GROSSADJ","USD_CAP","A","1997",15159.4608423026,
"SWE","HHDI","GROSSADJ","USD_CAP","A","1998",15643.0836475409,
"SWE","HHDI","GROSSADJ","USD_CAP","A","1999",16874.700319298,
"SWE","HHDI","GROSSADJ","USD_CAP","A","2000",18760.7015635958,
"SWE","HHDI","GROSSADJ","USD_CAP","A","2001",19763.0075342541,
"SWE","HHDI","GROSSADJ","USD_CAP","A","2002",21210.4815991515,
"SWE","HHDI","GROSSADJ","USD_CAP","A","2003",21110.6765555676,
"SWE","HHDI","GROSSADJ","USD_CAP","A","2004",21835.776109839,
"SWE","HHDI","GROSSADJ","USD_CAP","A","2005",22108.5580791165,
"SWE","HHDI","GROSSADJ","USD_CAP","A","2006",23753.7973117352,
"SWE","HHDI","GROSSADJ","USD_CAP","A","2007",25640.3955736734,
"SWE","HHDI","GROSSADJ","USD_CAP","A","2008",27263.8198903433,
"SWE","HHDI","GROSSADJ","USD_CAP","A","2009",27362.9547001112,
"SWE","HHDI","GROSSADJ","USD_CAP","A","2010",27761.6856256308,
"SWE","HHDI","GROSSADJ","USD_CAP","A","2011",28904.8914519947,
"SWE","HHDI","GROSSADJ","USD_CAP","A","2012",30419.3549736024,
"SWE","HHDI","GROSSADJ","USD_CAP","A","2013",30601.0612019907,
"SWE","HHDI","GROSSADJ","USD_CAP","A","2014",31210.3381097475,
"SWE","HHDI","GROSSADJ","USD_CAP","A","2015",31779.8065494131,
"SWE","HHDI","GROSSADJ","USD_CAP","A","2016",32331.3529608464,
"SWE","HHDI","GROSSADJ","USD_CAP","A","2017",33316.8754048679,
"SWE","HHDI","GROSSADJ","USD_CAP","A","2018",34098.2994526176,
"ESP","HHDI","GROSSADJ","USD_CAP","A","1999",14921.9722063301,
"ESP","HHDI","GROSSADJ","USD_CAP","A","2000",16971.4329827631,
"ESP","HHDI","GROSSADJ","USD_CAP","A","2001",18122.5495287551,
"ESP","HHDI","GROSSADJ","USD_CAP","A","2002",19794.5590854155,
"ESP","HHDI","GROSSADJ","USD_CAP","A","2003",19950.4246338126,
"ESP","HHDI","GROSSADJ","USD_CAP","A","2004",20756.1605347194,
"ESP","HHDI","GROSSADJ","USD_CAP","A","2005",21141.2543425737,
"ESP","HHDI","GROSSADJ","USD_CAP","A","2006",22139.4431188443,
"ESP","HHDI","GROSSADJ","USD_CAP","A","2007",22178.4529347733,
"ESP","HHDI","GROSSADJ","USD_CAP","A","2008",23161.4482989361,
"ESP","HHDI","GROSSADJ","USD_CAP","A","2009",23381.1267958483,
"ESP","HHDI","GROSSADJ","USD_CAP","A","2010",22835.0940764238,
"ESP","HHDI","GROSSADJ","USD_CAP","A","2011",22980.7004189044,
"ESP","HHDI","GROSSADJ","USD_CAP","A","2012",22762.0730652918,
"ESP","HHDI","GROSSADJ","USD_CAP","A","2013",23283.0112588306,
"ESP","HHDI","GROSSADJ","USD_CAP","A","2014",23953.1094381419,
"ESP","HHDI","GROSSADJ","USD_CAP","A","2015",24791.2329372706,
"ESP","HHDI","GROSSADJ","USD_CAP","A","2016",25463.2603355442,"E"
"ESP","HHDI","GROSSADJ","USD_CAP","A","2017",26108.8291483969,"E"
"EST","HHDI","GROSSADJ","USD_CAP","A","1995",5421.27169054444,
"EST","HHDI","GROSSADJ","USD_CAP","A","1996",5686.8795533193,
"EST","HHDI","GROSSADJ","USD_CAP","A","1997",6052.10887234072,
"EST","HHDI","GROSSADJ","USD_CAP","A","1998",6330.08197769624,
"EST","HHDI","GROSSADJ","USD_CAP","A","1999",6563.3111037927,
"EST","HHDI","GROSSADJ","USD_CAP","A","2000",7357.3839305753,
"EST","HHDI","GROSSADJ","USD_CAP","A","2001",7686.02429598369,
"EST","HHDI","GROSSADJ","USD_CAP","A","2002",8486.45389860733,
"EST","HHDI","GROSSADJ","USD_CAP","A","2003",9058.87088063101,
"EST","HHDI","GROSSADJ","USD_CAP","A","2004",9957.46072931874,
"EST","HHDI","GROSSADJ","USD_CAP","A","2005",10815.4756554623,
"EST","HHDI","GROSSADJ","USD_CAP","A","2006",11886.1949506164,
"EST","HHDI","GROSSADJ","USD_CAP","A","2007",13554.1913917068,
"EST","HHDI","GROSSADJ","USD_CAP","A","2008",15124.8113364796,
"EST","HHDI","GROSSADJ","USD_CAP","A","2009",14515.629709479,
"EST","HHDI","GROSSADJ","USD_CAP","A","2010",14854.0886443087,
"EST","HHDI","GROSSADJ","USD_CAP","A","2011",15886.494253481,
"EST","HHDI","GROSSADJ","USD_CAP","A","2012",17008.6692948161,
"EST","HHDI","GROSSADJ","USD_CAP","A","2013",17847.6060712125,
"EST","HHDI","GROSSADJ","USD_CAP","A","2014",18709.4522747579,
"EST","HHDI","GROSSADJ","USD_CAP","A","2015",19541.6016503461,
"EST","HHDI","GROSSADJ","USD_CAP","A","2016",20650.5438849224,
"EST","HHDI","GROSSADJ","USD_CAP","A","2017",21779.6304280704,
"NOR","HHDI","GROSSADJ","USD_CAP","A","1978",5489.28722372139,
"NOR","HHDI","GROSSADJ","USD_CAP","A","1979",6016.83767334537,
"NOR","HHDI","GROSSADJ","USD_CAP","A","1980",6863.09964598774,
"NOR","HHDI","GROSSADJ","USD_CAP","A","1981",7646.58686857554,
"NOR","HHDI","GROSSADJ","USD_CAP","A","1982",8093.88573408821,
"NOR","HHDI","GROSSADJ","USD_CAP","A","1983",8552.93791335967,
"NOR","HHDI","GROSSADJ","USD_CAP","A","1984",9127.75916857537,
"NOR","HHDI","GROSSADJ","USD_CAP","A","1985",9627.91477941487,
"NOR","HHDI","GROSSADJ","USD_CAP","A","1986",10013.0145688621,
"NOR","HHDI","GROSSADJ","USD_CAP","A","1987",10345.5378120863,
"NOR","HHDI","GROSSADJ","USD_CAP","A","1988",10761.5368938215,
"NOR","HHDI","GROSSADJ","USD_CAP","A","1989",11358.0126309365,
"NOR","HHDI","GROSSADJ","USD_CAP","A","1990",12040.2963528668,
"NOR","HHDI","GROSSADJ","USD_CAP","A","1991",12816.5793341054,
"NOR","HHDI","GROSSADJ","USD_CAP","A","1992",13615.90420642,
"NOR","HHDI","GROSSADJ","USD_CAP","A","1993",14377.0554330209,
"NOR","HHDI","GROSSADJ","USD_CAP","A","1994",14917.2365032317,
"NOR","HHDI","GROSSADJ","USD_CAP","A","1995",15549.4276041485,
"NOR","HHDI","GROSSADJ","USD_CAP","A","1996",16547.4738512918,
"NOR","HHDI","GROSSADJ","USD_CAP","A","1997",17255.7257180802,
"NOR","HHDI","GROSSADJ","USD_CAP","A","1998",18239.471193944,
"NOR","HHDI","GROSSADJ","USD_CAP","A","1999",18756.8149061205,
"NOR","HHDI","GROSSADJ","USD_CAP","A","2000",20432.7493301246,
"NOR","HHDI","GROSSADJ","USD_CAP","A","2001",20729.3435244759,
"NOR","HHDI","GROSSADJ","USD_CAP","A","2002",23322.6040570543,
"NOR","HHDI","GROSSADJ","USD_CAP","A","2003",24041.6920863704,
"NOR","HHDI","GROSSADJ","USD_CAP","A","2004",25398.208681679,
"NOR","HHDI","GROSSADJ","USD_CAP","A","2005",26859.6664664437,
"NOR","HHDI","GROSSADJ","USD_CAP","A","2006",26407.4927354943,
"NOR","HHDI","GROSSADJ","USD_CAP","A","2007",28644.8697914063,
"NOR","HHDI","GROSSADJ","USD_CAP","A","2008",29996.9189086936,
"NOR","HHDI","GROSSADJ","USD_CAP","A","2009",30747.7505834632,
"NOR","HHDI","GROSSADJ","USD_CAP","A","2010",31338.9576254075,
"NOR","HHDI","GROSSADJ","USD_CAP","A","2011",32326.1362047121,
"NOR","HHDI","GROSSADJ","USD_CAP","A","2012",33770.921744562,
"NOR","HHDI","GROSSADJ","USD_CAP","A","2013",35738.0026933555,
"NOR","HHDI","GROSSADJ","USD_CAP","A","2014",36619.7024386949,
"NOR","HHDI","GROSSADJ","USD_CAP","A","2015",36642.3038192088,
"NOR","HHDI","GROSSADJ","USD_CAP","A","2016",36436.4896582349,
"NOR","HHDI","GROSSADJ","USD_CAP","A","2017",37559.3135695721,
"NOR","HHDI","GROSSADJ","USD_CAP","A","2018",38273.6949924352,
"KOR","HHDI","GROSSADJ","USD_CAP","A","1975",1093.20016316382,
"KOR","HHDI","GROSSADJ","USD_CAP","A","1976",1278.44971364658,
"KOR","HHDI","GROSSADJ","USD_CAP","A","1977",1466.22211528126,
"KOR","HHDI","GROSSADJ","USD_CAP","A","1978",1720.46670869763,
"KOR","HHDI","GROSSADJ","USD_CAP","A","1979",1959.24181011842,
"KOR","HHDI","GROSSADJ","USD_CAP","A","1980",1962.84431300019,
"KOR","HHDI","GROSSADJ","USD_CAP","A","1981",2235.02818897902,
"KOR","HHDI","GROSSADJ","USD_CAP","A","1982",2509.97986278696,
"KOR","HHDI","GROSSADJ","USD_CAP","A","1983",2862.6573725109,
"KOR","HHDI","GROSSADJ","USD_CAP","A","1984",3271.08511330693,
"KOR","HHDI","GROSSADJ","USD_CAP","A","1985",3615.56257798448,
"KOR","HHDI","GROSSADJ","USD_CAP","A","1986",4159.20602595029,
"KOR","HHDI","GROSSADJ","USD_CAP","A","1987",4784.99240218147,
"KOR","HHDI","GROSSADJ","USD_CAP","A","1988",5451.24711422267,
"KOR","HHDI","GROSSADJ","USD_CAP","A","1989",6092.20124879416,
"KOR","HHDI","GROSSADJ","USD_CAP","A","1990",6906.65546819677,
"KOR","HHDI","GROSSADJ","USD_CAP","A","1991",7855.89447429546,
"KOR","HHDI","GROSSADJ","USD_CAP","A","1992",8396.3888846702,
"KOR","HHDI","GROSSADJ","USD_CAP","A","1993",8982.28448753195,
"KOR","HHDI","GROSSADJ","USD_CAP","A","1994",9618.9348127254,
"KOR","HHDI","GROSSADJ","USD_CAP","A","1995",10422.8107195233,
"KOR","HHDI","GROSSADJ","USD_CAP","A","1996",11242.0405643946,
"KOR","HHDI","GROSSADJ","USD_CAP","A","1997",11555.3550483015,
"KOR","HHDI","GROSSADJ","USD_CAP","A","1998",11385.2479799101,
"KOR","HHDI","GROSSADJ","USD_CAP","A","1999",11722.0795806342,
"KOR","HHDI","GROSSADJ","USD_CAP","A","2000",12242.6686817122,
"KOR","HHDI","GROSSADJ","USD_CAP","A","2001",12670.9874116693,
"KOR","HHDI","GROSSADJ","USD_CAP","A","2002",13447.0886470329,
"KOR","HHDI","GROSSADJ","USD_CAP","A","2003",13976.1784479583,
"KOR","HHDI","GROSSADJ","USD_CAP","A","2004",14826.0640130099,
